"","SMILES_Solute","Temperature_K","Solvent","SMILES_Solvent","Solubility(mole_fraction)","Solubility(mol/L)","LogS(mol/L)","Compound_Name","CAS","PubChem_CID","FDA_Approved","Source"
"231","Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+]",298.15,"water","O",0.048,2.790531699774,0.445686960362348,"Sodium sulfadiazine","547-32-0",15899898,"Yes","10.1016/j.molliq.2015.07.016"
"232","CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O",298.15,"water","O",4.13e-06,0.00022857804644198,-3.64096548333245,"Tenoxicam","59804-37-4",54677971,"Yes","10.1016/j.molliq.2015.10.057"
"233","CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl",298.15,"water","O",2.71e-05,0.00149990492719038,-2.82393626821442,"Dronedarone hydrochloride","141625-93-6",219025,"Yes","10.1016/j.molliq.2016.01.047"
"234","O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O",298.15,"water","O",0.015123,0.849842856279884,-0.0706613718855172,"Rosmarinic acid","20283-92-5",5281792,"No","10.1016/j.molliq.2016.01.061"
"235","CN(Cc1ccccc1)CN1C(=O)C(=NNC(=O)c2ccccc2OCc2ccccc2)c2ccccc21",298.15,"water","O",1.07e-06,5.92197969205532e-05,-4.22753308624821,"N'-(1-(n-(methyl) benzylaminomethyl)-2-oxoindolin-3-ylidene)-2-(benzyloxy) benzohydrazide","1884472-26-7",137175079,"No","10.1016/j.molliq.2016.02.065"
"236","CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O",298.15,"water","O",2.9e-06,0.00016050254705605,-3.79451807127399,"Lornoxicam","70374-39-9",54690031,"Yes","10.1016/j.molliq.2016.03.058"
"237","CN(Cc1ccccc1)CN1C(=O)C(=NNC(=O)c2ccccc2OCc2ccccc2)c2ccccc21",298.15,"water","O",1.11e-06,6.14336235618467e-05,-4.21159386777497,"N'-(1-(n-(methyl) benzylaminomethyl)-2-oxoindolin-3-ylidene)-2-(benzyloxy) benzohydrazide","1884472-26-7",137175079,"No","10.1016/j.molliq.2016.04.068"
"238","COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O",298.15,"water","O",7.5e-05,0.00415122724545723,-2.38182349192941,"Bergenin","477-90-7",66065,"No","10.1016/j.molliq.2016.05.015"
"239","O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]",298.2,"water","O",0.04406,2.54821651919235,0.406236326761981,"Trisodium citrate","68-04-2",6224,"Yes","10.1016/j.molliq.2016.05.077"
"240","COc1cc(/C=C/C(=O)O)cc(OC)c1O",298.15,"water","O",6.22e-05,0.00344270705894359,-2.46309992998103,"Sinapic acid","530-59-6",637775,"No","10.1016/j.molliq.2016.07.007"
"241","O=C(O)/C=C\C=C/C(=O)O",298.15,"water","O",2e-04,0.0110713233404383,-1.95580046538136,"cis,cis-muconic acid","1119-72-8",5280518,"No","10.1016/j.molliq.2016.07.129"
"242","CCOc1ccc(C2NC(=O)NC=C2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1",298.15,"water","O",7.87e-06,0.00043557287009004,-3.36093917835868,"4-(4-ethoxyphenyl)-5-(3,4,5 trimethoxybenzoyl)-3,4-dihydropyrimidine-2(1H)-one (DHP-5)",NA,91864611,"No","10.1016/j.molliq.2016.10.047"
"243","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1",298.15,"water","O",7.85e-10,4.34462531565033e-08,-7.36204767154259,"Formononetin","485-72-3",5280378,"No","10.1016/j.molliq.2016.11.036"
"244","COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O",298.15,"water","O",5.5145e-08,3.05203026822095e-06,-5.51541116362143,"Hesperetin","69097-99-0",3593,"No","10.1016/j.molliq.2016.11.036"
"245","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21",298.15,"water","O",1.78512e-07,9.87984576034047e-06,-5.00524983536742,"Naringenin","480-41-1",439246,"No","10.1016/j.molliq.2016.11.036"
"246","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O",298.15,"water","O",2.55e-05,0.00141134739651931,-2.85036607354432,"Taxifolin","215257-15-1",471,"No","10.1016/j.molliq.2016.11.036"
"247","O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O",298.15,"water","O",3.71e-05,0.0020533959145438,-2.68752730638955,"Dihydromyricetin","27200-12-0",161557,"No","10.1016/j.molliq.2016.11.036"
"248","O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12",298.15,"water","O",4.7147e-08,2.60937655100096e-06,-5.58346324469366,"Daidzein","486-66-8",5281708,"No","10.1016/j.molliq.2016.11.036"
"249","O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12",298.15,"water","O",1.3897e-08,7.69137054818589e-07,-6.11399626507776,"Myricetin","529-44-2",5281672,"No","10.1016/j.molliq.2016.11.036"
"250","O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12",298.15,"water","O",5.29e-09,2.92777936602917e-07,-6.53346165429616,"Quercetin","117-39-5",5280343,"No","10.1016/j.molliq.2016.11.036"
"251","O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12",298.15,"water","O",4.59e-10,2.54036053405528e-08,-7.59510464289216,"Kampferol","520-18-3",5280863,"No","10.1016/j.molliq.2016.11.036"
"252","O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12",298.15,"water","O",6.188e-09,3.42478236923585e-07,-6.46536702091402,"Morin hydrate","480-16-0",5281670,"No","10.1016/j.molliq.2016.11.036"
"253","O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12",298.15,"water","O",4.5398e-08,2.51257718317505e-06,-5.59988058839248,"Luteolin","491-70-3",5280445,"No","10.1016/j.molliq.2016.11.036"
"254","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12",298.15,"water","O",7.467e-09,4.13265190429731e-07,-6.38377117405763,"Apigenin","520-36-5",5280443,"No","10.1016/j.molliq.2016.11.036"
"255","O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12",298.15,"water","O",5.95e-10,3.293059952001e-08,-7.48240036264181,"Chrysin","480-40-0",5281607,"No","10.1016/j.molliq.2016.11.036"
"256","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O",298.2,"water","O",0.00016,0.00884732423953782,-2.05318805627531,"Sildenafil citrate","171599-83-0",135413523,"Yes","10.1016/j.molliq.2016.11.055"
"257","CCOc1ccc(C2NC(=O)NC=C2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1",298.15,"water","O",8.04e-06,0.00044498176249933,-3.35165778813864,"4-(4-ethoxyphenyl)-5-(3,4,5 trimethoxybenzoyl)-3,4-dihydropyrimidine-2(1H)-one (DHP-5)",NA,91864611,"No","10.1016/j.molliq.2016.12.067"
"258","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12",298.2,"water","O",1.03e-06,5.69455957020216e-05,-4.24453985957918,"Vitamin D3","67-97-0",5280795,"Yes","10.1016/j.molliq.2016.12.105"
"259","O=C1CCC(c2ccccc2)=NN1",298.15,"water","O",9.1e-07,5.03644921264422e-05,-4.29787554109951,"6-phenyl-4,5-dihydropyridazin-3(2H)-one","1011-46-7",242935,"No","10.1016/j.molliq.2017.01.077"
"260","NCCC(=O)O",298.15,"water","O",0.1312,8.35789083069204,0.922096694166104,"<U+0392>-alanine","107-95-9",239,"No","10.1016/j.molliq.2017.02.075"
"261","COc1cc(/C=C/C(=O)O)ccc1O",298.2,"water","O",4.89e-05,0.00270366304567636,-2.56804743496485,"Ferulic acid","1135-24-6",445858,"No","10.1016/j.molliq.2017.04.014"
"262","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O",298.2,"water","O",0.000125,0.00691173011287309,-2.1604132283964,"Sildenafil citrate","171599-83-0",135413523,"Yes","10.1016/j.molliq.2017.05.057"
"263","C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO",298.2,"water","O",1.1e-05,0.0006081629106936,-3.2159800691841,"Prednisolone","50-24-8",5755,"Yes","10.1016/j.molliq.2017.05.076"
"264","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO",298.2,"water","O",1.2e-05,0.0006634511114878,-3.17819107399522,"Hydrocortisone","50-23-7",5754,"Yes","10.1016/j.molliq.2017.05.076"
"265","O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1",298.2,"water","O",5.83e-07,3.22322984992143e-05,-4.49170872365513,"Flufenamic acid","530-78-9",3371,"Yes","10.1016/j.molliq.2017.05.105"
"266","NCCS(=O)(=O)O",298.15,"water","O",0.01414,0.793810492014031,-0.100283165199976,"Taurine","107-35-7",1123,"Yes","10.1016/j.molliq.2017.06.043"
"267","Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+]",298.15,"water","O",0.0576,3.3827498024425,0.52926987735142,"Dipyrone","5907-38-0",23674183,"Yes","10.1016/j.molliq.2017.06.072"
"268","C=CC(C)(O)CCC=C(C)C",298.15,"water","O",0.0001808,0.0100082841022619,-1.99964037494799,"Linalool","78-70-6",6549,"No","10.1016/j.molliq.2017.06.099"
"269","C=CCc1ccc(O)c(OC)c1",298.15,"water","O",0.00022799999999999,0.0126216620853335,-1.89888345119654,"Eugenol","97-53-0",3314,"No","10.1016/j.molliq.2017.06.099"
"270","CC(C)=CCC/C(C)=C/CO",298.15,"water","O",0.00010269999999999,0.00568457131588213,-2.24530228069772,"Geraniol","106-24-1",637566,"No","10.1016/j.molliq.2017.06.099"
"271","CC(C)=CCCC(C)CCO",298.15,"water","O",0.0002177,0.0120513488076113,-1.91896434338614,"Citronellol","106-22-9",8842,"No","10.1016/j.molliq.2017.06.099"
"272","Cc1ccc(C(C)C)c(O)c1",298.15,"water","O",0.000118,0.0065315450770235,-2.18498407154998,"Thymol","89-83-8",6989,"Yes","10.1016/j.molliq.2017.06.099"
"273","Cc1ccc(C(C)C)cc1",298.15,"water","O",4.8e-06,0.00026565989298597,-3.57567400663466,"p-cymene","99-87-6",7463,"No","10.1016/j.molliq.2017.06.099"
"274","Cc1ccc(C(C)C)cc1O",298.15,"water","O",0.000144,0.00797090634506822,-2.09849229362492,"Carvacrol","499-75-2",10364,"No","10.1016/j.molliq.2017.06.099"
"275","Cc1ccc(C)cc1",298.15,"water","O",2.62e-05,0.00145009128131746,-2.83860465864453,"p-xylene","106-42-3",7809,"No","10.1016/j.molliq.2017.06.099"
"276","Cc1ccccc1",298.15,"water","O",0.0001127,0.00623814600325106,-2.20494446483629,"Toluene","108-88-3",1140,"No","10.1016/j.molliq.2017.06.099"
"277","O.O=C1NC(=O)C(=O)C(=O)N1",298.15,"water","O",0.0403,2.32408615063842,0.366252222708575,"Alloxan","2244-11-3",16723,"No","10.1016/j.molliq.2017.06.107"
"278","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12",298.2,"water","O",1.06e-06,5.86042070437037e-05,-4.23207120599074,"Vitamin D3","67-97-0",5280795,"Yes","10.1016/j.molliq.2017.07.011"
"279","CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1",298.15,"water","O",0.01201,0.672780088867296,-0.172126870098105,"Cetilistat","282526-98-1",9952916,"No","10.1016/j.molliq.2017.07.071"
"280","CC(=O)Nc1cccc(N)c1",298.15,"water","O",0.133,8.49014709963919,0.92891521486211,"N-acetyl-1,3-phenylenediamine","102-28-3",7604,"No","10.1016/j.molliq.2017.08.030"
"281","Cc1c(N)c(=O)n(-c2ccccc2)n1C",299.05,"water","O",0.13,8.26803334386096,0.917402219409728,"4-aminoantipyrine","83-07-8",2151,"No","10.1016/j.molliq.2017.08.116"
"282","O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1",298.2,"water","O",1.07e-05,0.00059157647201797,-3.22798910694687,"Piperine","94-62-2",638024,"No","10.1016/j.molliq.2017.11.167"
"283","Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1",298.2,"water","O",8.02e-08,4.43401207527209e-06,-5.35320312849332,"Celecoxib","169590-42-5",2662,"Yes","10.1016/j.molliq.2018.01.033"
"284","O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1",298.15,"water","O",2.219e-07,1.22811792447607e-05,-4.9107599300268,"Domperidone","57808-66-9",3151,"Yes","10.1016/j.molliq.2018.03.121"
"285","Cc1cnc(C(=O)O)c[n+]1[O-]",298.15,"water","O",0.00310199999999999,0.172216096095283,-0.763926259858716,"Acipimox","51037-30-0",5310993,"Yes","10.1016/j.molliq.2018.04.009"
"286","Cc1cccc(C)c1NC(=O)CN(C)C.Cl",296.15,"water","O",0.12,7.55082885474226,0.877994626766055,"Lidocaine hydrochloride","31785-64-5",164186289,"No","10.1016/j.molliq.2018.06.035"
"287","N[C@@H](Cc1ccccc1)C(=O)O",298.15,"water","O",0.002767,0.153566041299556,-0.81370481104114,"L-phenylalanine","63-91-2",6140,"No","10.1016/j.molliq.2018.07.019"
"288","Cc1cc(=O)n(-c2ccccc2)n1C",298.15,"water","O",0.23,16.5317862819944,1.21831978221635,"Antipyrine","60-80-0",2206,"Yes","10.1016/j.molliq.2018.07.061"
"289","COc1ccc2cc([C@H](C)C(=O)O)ccc2c1",298.2,"water","O",5.13e-06,0.00028362340164488,-3.54725793855968,"(S)-Naproxen","22204-53-1",156391,"Yes","10.1016/j.molliq.2018.07.082"
"290","CC1=CC(=O)C(C(C)C)=CC1=O",298.2,"water","O",8.27e-05,0.00457260719721171,-2.33983610441649,"Thymoquinone","490-91-5",10281,"No","10.1016/j.molliq.2018.10.104"
"291","Cc1nc2cc(N)ccc2s1",298.5,"water","O",0.000311,0.0171973408224547,-1.76453870166318,"2-methyl-1,3-benzothiazol-5-amine","13382-43-9",36229,"No","10.1016/j.molliq.2018.10.109"
"292","NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1",298.15,"water","O",2.925e-05,0.00161890455528963,-2.79077875491118,"5-nitrofurazone",NA,5353356,"Yes","10.1016/j.molliq.2018.11.123"
"293","Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1",298.15,"water","O",2.78e-06,0.0001538610438869,-3.81287132537035,"Trans-resveratrol","501-36-0",445154,"No","10.1016/j.molliq.2019.02.104"
"294","Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1",298.15,"water","O",1.33e-05,0.00073610554374244,-3.13305991150666,"Lamotrigine","84057-84-1",3878,"Yes","10.1016/j.molliq.2019.03.079"
"295","Cc1ncc(CO)c(CO)c1O.Cl",298.15,"water","O",0.01866,1.05238538811152,0.0221748094758169,"Vitamin B6 hydrochloride","58-56-0",6019,"Yes","10.1016/j.molliq.2019.03.082"
"296","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C",298.2,"water","O",1.85e-05,0.0010228271119997,-2.99019776868265,"Osimertinib","1421373-65-0",71496458,"Yes","10.1016/j.molliq.2019.03.128"
"297","NC(=O)c1ccccc1",298.15,"water","O",0.002116,0.117359506737906,-0.930481724500968,"Benzamide","55-21-0",2331,"No","10.1016/j.molliq.2019.110885"
"298","CCOC(=O)c1ccc(O)cc1",298.15,"water","O",9.7e-05,0.00536903869850229,-2.27010346575451,"Ethylparaben","120-47-8",8434,"No","10.1016/j.molliq.2019.110894"
"299","O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1",298.15,"water","O",8.69e-07,4.80953207290552e-05,-4.31789717477803,"Rebamipide","90098-04-7",5042,"No","10.1016/j.molliq.2019.111041"
"300","CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O",299.15,"water","O",0.00213799999999999,0.118551382367019,-0.9260933775705,"Doxycycline hyclate","24390-14-5",54686183,"No","10.1016/j.molliq.2019.111138"
"301","CC(=O)NS(=O)(=O)c1ccc(N)cc1",298.15,"water","O",0.00070599999999999,0.0391015607393507,-1.40780590738777,"Sulfacetamide","144-80-9",5320,"Yes","10.1016/j.molliq.2019.111219"
"302","CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1",298.2,"water","O",4.25e-07,2.34969548846764e-05,-4.62898841698239,"Ketoconazole","65277-42-1",456201,"No","10.1016/j.molliq.2019.111382"
"303","Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",1.71e-05,0.00094642500984601,-3.02391379173747,"Sulfamerazine","127-79-7",5325,"Yes","10.1016/j.molliq.2019.111507"
"304","CC(=O)NS(=O)(=O)c1ccc(N)cc1",298.15,"water","O",0.000717,0.0397112289878204,-1.40108667213104,"Sulfacetamide","144-80-9",5320,"Yes","10.1016/j.molliq.2019.111889"
"305","O=C(O)[C@@H]1C[C@@H](O)CN1",298.15,"water","O",0.04994,2.90924419112458,0.463780175838689,"L-hydroxyproline","51-35-4",5810,"No","10.1016/j.molliq.2019.112043"
"306","O=CC(NS(=O)(=O)O)C(O)C(O)C(O)CO.[Na]",298.15,"water","O",0.03877,2.23229278563721,0.348751155698996,"D-glucosamine 2-sulfate sodium salt","38899-05-7",16219445,"No","10.1016/j.molliq.2019.112218"
"307","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.0017918,0.0993461566533166,-1.00284892952591,"Paracetamol","103-90-2",1983,"Yes","10.1016/j.molliq.2020.112504"
"308","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O",298.15,"water","O",0.000566,0.0313433190029853,-1.50385501717306,"Estradiol","50-28-2",5757,"Yes","10.1016/j.molliq.2020.112599"
"309","C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1",298.15,"water","O",1.65e-05,0.00091321656682439,-3.03942621849679,"Cefixime","97164-56-2",6321411,"Yes","10.1016/j.molliq.2020.112636"
"310","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O",298.2,"water","O",3.72e-06,0.00020566814160857,-3.68683297614752,"Sunitinib malate","341031-54-7",6456015,"Yes","10.1016/j.molliq.2020.112970"
"311","CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1",298.15,"water","O",1.83e-07,1.0128236657797e-05,-4.99446615942244,"Bisacodyl","603-50-9",2391,"Yes","10.1016/j.molliq.2020.113264"
"312","Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-]",298.15,"water","O",2.212e-05,0.00122427054464463,-2.91212259929591,"1-methyl-3,4,5-trinitropyrazole",NA,57788216,"No","10.1016/j.molliq.2020.113895"
"313","O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-]",298.15,"water","O",0.00529,0.294334967029709,-0.531158140598429,"3,4-dinitro-1H-pyrazole","38858-92-3",3620736,"No","10.1016/j.molliq.2020.114004"
"314","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.00185,0.102579030156664,-0.988941411329928,"Paracetamol","103-90-2",1983,"Yes","10.1016/j.molliq.2020.114065"
"315","O=c1cc[nH]c(=O)[nH]1",298.15,"water","O",0.000332,0.0183808234991802,-1.7356350352166,"Uracil","66-22-8",1174,"No","10.1016/j.molliq.2020.114259"
"316","Nc1cccc(C(=O)O)c1O",298.2,"water","O",0.000126,0.00696703092167798,-2.1569522619379,"3-aminoSalicylic acid","570-23-0",68443,"No","10.1016/j.molliq.2020.114310"
"317","O=C1CC[C@@H](C(=O)O)N1",294.15,"water","O",0.09651,5.91759502233309,0.772145240381194,"L-pyroglutamic acid","98-79-3",7405,"No","10.1016/j.molliq.2020.114361"
"318","Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1",298.15,"water","O",1.137e-06,6.29279566448402e-05,-4.20115637014792,"Meloxicam","71125-38-7",54677470,"Yes","10.1016/j.molliq.2020.114671"
"319","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.0018948,0.105067821892769,-0.978530270785741,"Paracetamol","103-90-2",1983,"Yes","10.1016/j.molliq.2020.114834"
"320","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",298.15,"water","O",4.81e-06,0.0002662133537585,-3.57477016329345,"Sulfadiazine","68-35-9",5215,"Yes","10.1016/j.molliq.2020.115058"
"321","Nc1cccc(C(=O)O)c1O",298.2,"water","O",0.000122,0.00674582835014908,-2.17096471377408,"3-aminoSalicylic acid","570-23-0",68443,"No","10.1016/j.molliq.2020.115095"
"322","CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2]",298.15,"water","O",2.1e-06,0.00011622588936995,-3.93469712187548,"Atorvastatin calcium","344423-98-9",656846,"No","10.1016/j.molliq.2020.115124"
"323","COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O",298.2,"water","O",2.27e-07,1.25501357711227e-05,-4.90135157582992,"Cabozantinib malate","1140909-48-3",25102846,"Yes","10.1016/j.molliq.2020.115146"
"324","NS(=O)(=O)Cc1noc2ccccc12",298.15,"water","O",6.489e-05,0.00359160549891446,-2.4447113721867,"Zonisamide","68291-97-4",5734,"Yes","10.1016/j.molliq.2020.115219"
"325","O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1",298.15,"water","O",2.85e-09,1.57734804779269e-07,-6.80207246738252,"Triclocarban","101-20-2",7547,"Yes","10.1016/j.molliq.2020.115222"
"326","O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1",298.2,"water","O",1.51e-06,8.34833891109541e-05,-4.07839992852957,"Phenytoin","57-41-0",1775,"Yes","10.1016/j.molliq.2021.115515"
"327","O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1",298.15,"water","O",0.04061,2.34272047638097,0.369720473485044,"Uridine","58-96-8",6029,"No","10.1016/j.molliq.2021.115663"
"328","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",298.15,"water","O",5.13e-06,0.00028392410432416,-3.54679773558054,"Sulfadiazine","68-35-9",5215,"Yes","10.1016/j.molliq.2021.115693"
"329","COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1",298.2,"water","O",1.27e-06,7.02144892219486e-05,-4.1535732590976,"Pterostilbene","537-42-8",5281727,"No","10.1016/j.molliq.2021.115700"
"330","O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1",298.2,"water","O",2.11e-06,0.00011665566669821,-3.93309415994788,"Phenytoin","57-41-0",1775,"Yes","10.1016/j.molliq.2021.115936"
"331","OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F",298.15,"water","O",7.99e-05,0.00442246243051839,-2.35433584779933,"Fluconazole","86386-73-4",3365,"Yes","10.1016/j.molliq.2021.115987"
"332","O=c1[nH]cc(F)c(=O)[nH]1",298.15,"water","O",0.00176,0.097579900491643,-1.0106396291009,"5-fluorouracil","51-21-8",3385,"Yes","10.1016/j.molliq.2021.116038"
"333","Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1",298.15,"water","O",0.0003858,0.0213605523082412,-1.67038752218091,"Abacavir","136470-78-5",441300,"Yes","10.1016/j.molliq.2021.116603"
"334","C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC",298.15,"water","O",3.105e-05,0.00171853254444882,-2.76484223906315,"Etonogestrel","54048-10-1",6917715,"Yes","10.1016/j.molliq.2021.116624"
"335","O=C(O)C(O)c1ccccc1",298.15,"water","O",0.02329,1.31973436523988,0.12048652566048,"(R,S)-mandelic acid","90-64-2",1292,"Yes","10.1016/j.molliq.2021.116768"
"336","O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1",298.15,"water","O",1.866e-05,0.00103276714820434,-2.98599758520764,"Imidacloprid","138261-41-3",135527764,"No","10.1016/j.molliq.2021.116781"
"337","NC(=O)N1c2ccccc2CC(=O)c2ccccc21",298.15,"water","O",6.3e-06,0.00034867913256529,-3.45757404311133,"Oxcarbazepine","28721-07-5",34312,"Yes","10.1016/j.molliq.2021.116792"
"338","O=[N+]([O-])c1cn[nH]c1",298.15,"water","O",0.003604,0.20018681884048,-0.698564521728346,"4-nitropyrazole","2075-46-9",16376,"No","10.1016/j.molliq.2021.116821"
"339","O=[N+]([O-])c1cc[nH]n1",298.15,"water","O",0.00065,0.035998003198332,-1.44372158878819,"3-nitro-1H-pyrazole","26621-44-3",123419,"No","10.1016/j.molliq.2021.117169"
"340","CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1",298.15,"water","O",2.31e-06,0.00012784850515519,-3.89330434551521,"Lifitegrast","1025967-78-5",11965427,"Yes","10.1016/j.molliq.2021.117181"
"341","O=C(O)c1cc(=O)[nH]c(=O)[nH]1",298.15,"water","O",7.56e-05,0.00418443957427294,-2.37836269922359,"Orotic acid","65-86-1",967,"No","10.1016/j.molliq.2021.117335"
"342","COc1cc(C=O)ccc1O",298.15,"water","O",0.00141,0.0781474068278071,-1.10708542863723,"Vanillin","121-33-5",1183,"No","10.1016/j.molliq.2021.117529"
"343","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O",298.2,"water","O",0.000158,0.00873671521031698,-2.0586518207039,"Sildenafil citrate","171599-83-0",135413523,"Yes","10.1016/j.molliq.2021.117915"
"344","CC(=O)Nc1ccc(CC(=O)O)cc1",298.15,"water","O",0.0004215,0.023337984337584,-1.63193665595417,"Actarit","18699-02-0",2018,"No","10.1016/j.molliq.2021.117965"
"345","COc1cccc(C(=O)O)c1OC",298.15,"water","O",0.000125,0.00691905805461319,-2.15995302541726,"2,3-dimethoxybenzoic acid","1521-38-6",15204,"No","10.1016/j.molliq.2021.118029"
