,ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge,IONIZABLE,SMILES_standard
145,A-469,-3.423291255,CCCCC(CC)C(=O)OCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCC(CC)C(=O)OCC
146,A-475,-2.41045076,CCOC1=CC=CC=C1OCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCOc1ccccc1OCC
147,A-476,-1.939465074,CC=CC,0.050567463,G3,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC=CC
148,A-477,0.625274489,OCC(O)C(O)C(O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,OCC(O)C(O)C(O)CO
149,A-478,-2.025733236,CC(=C)C=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=C)C
150,A-482,-3.393259787,CC(C)CCCC(C)CCO,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)CCCC(C)CCO
151,A-485,-1.28038684,CC(=O)C1=CC=CC=C1,0.05962319,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)c1ccccc1
152,A-487,-3.431863898,CCCCCC(O)C(C)=CCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCC=C(C)C(O)CCCCC
153,A-488,-2.361047779,CCCCOC(=O)CCC,0.04952611,G3,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOC(=O)CCC
154,A-492,-2.419967647,O=CC1CCC2C3CCC(C3)C12,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,O=CC1CCC2C3CCC(C3)C12
155,A-493,-2.497713585,CC(C)C1=CC=CC=C1C(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)c1ccccc1C(C)C
156,A-495,-0.475507957,[Re],0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,[Re]
157,A-496,-2.340367591,CCC(O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCC(O)c1ccccc1
158,A-497,-2.482107917,CC(=O)C1=CC=CC(=C1)C(F)(F)F,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)c1cccc(C(F)(F)F)c1
159,A-499,-3.496323842,CC(=O)OC1CC2CCC1(C)C2(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)OC1CC2CCC1(C)C2(C)C
160,A-503,-3.34190657,CCC=CCCC=CC=C,0.120516033,G3,A,UVCB,,Uncharged,Non-ionizable,C=CC=CCCC=CCC
161,A-504,0.846685164,OCC=CCO,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,OCC=CCO
162,A-506,-0.603011426,CCOCCOCCOCCOC(=O)C(C)=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=C(C)C(=O)OCCOCCOCCOCC
163,A-514,-2.977604072,CC(C)C,0.265370444,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)C
164,A-515,-2.977604072,CCCC,0.256788365,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCCC
165,A-516,-2.691382006,CC,0.599586986,G4,A,mono-constituent,,Uncharged,Non-ionizable,CC
166,A-519,-3.46576061,CC1(C)C2CC1C(CCC=O)=CC2,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1(C)C2CC=C(CCC=O)C1C2
167,A-521,-2.474006642,COC1=CC=C(COC(C)=O)C=C1,0.007756083,G3,A,mono-constituent,,Uncharged,Non-ionizable,COc1ccc(COC(C)=O)cc1
168,A-526,-3.539328096,CC(C)(C)C1CCC(CC1)OC(=O)C=C,0.539431241,G4,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OC1CCC(C(C)(C)C)CC1
169,A-533,-4.578730408,BrC1=CC=C(Br)C(C=C)=C1,0.0,G1,A,,,Uncharged,Non-ionizable,C=Cc1cc(Br)ccc1Br
170,A-541,-4.008053211,O1[Pb]2O[Pb]1O[Pb]O2,0.0,G1,A,,,Uncharged,Non-ionizable,[O-2].[O-2].[O-2].[O-2].[Pb+2].[Pb+3].[Pb+3]
171,A-543,-4.544220436,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,0.033587413,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C
172,A-545,-4.47086065,CCCCCCCCCOC(C)=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCCCCOC(C)=O
173,A-547,-5.405053261,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.597257171,G2,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
174,A-550,-5.041697833,CCCCCCCCCCCCCC,0.597257171,G2,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCCCCCCCCCCCCC
175,A-551,-4.311225605,C1=CC2=CC=CC=C2C=C1,0.718951863,G4,A,mono-constituent,,Uncharged,Non-ionizable,c1ccc2ccccc2c1
176,A-554,-4.346837785,CC(=C)C1CCC(C)=CC1,0.174266418,G5,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,C=C(C)C1CC=C(C)CC1
177,A-555,-4.509709484,CCC=CCCOC(=O)CC=CCC,0.066265832,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCC=CCCOC(=O)CC=CCC
178,A-556,-4.702513826,CCC12CCC3C(CCC4=C3CC=C(C4)OC)C1CCC2O,0.0,G1,A,,,Uncharged,Non-ionizable,CCC12CCC3C4=C(CCC3C1CCC2O)CC(OC)=CC4
179,A-557,-4.660234439,CCCCCCCCCCCC(=O)OCC(O)CO,0.389075625,G3,A,UVCB,,Uncharged,Non-ionizable,CCCCCCCCCCCC(=O)OCC(O)CO
180,A-560,-4.613478878,CC1CCC2C(C)(C)C3CC12CC(C(C)=O)=C3C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C
181,A-563,-2.39990224,CCOC(=O)C1=CC=CC=C1,0.06465483,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCOC(=O)c1ccccc1
182,A-566,-2.411668206,CC(C)=CCCC(C)=CC=O,0.211683186,G5,A,multi-constituent,,Uncharged,Non-ionizable,CC(C)=CCCC(C)=CC=O
183,A-568,-3.451515538,CCCCCCC1CCCC1=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCC1CCCC1=O
184,A-569,-3.489215864,CC(C)C(=O)C(C)(C)CC=C(C)C,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CC(C)=CCC(C)(C)C(=O)C(C)C
185,A-584,-2.478578955,CCCCCCCCC(O)CO,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CCCCCCCCC(O)CO
186,A-586,-2.427057806,CCC(C)C1CCCCC1=O,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CCC(C)C1CCCCC1=O
187,A-587,-2.588667606,COC1=CC(C=O)=CC=C1OC(=O)C(C)C,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,COc1cc(C=O)ccc1OC(=O)C(C)C
188,A-588,-2.206298299,CC1=CC=CC=C1,0.023134699,G5,A,mono-constituent,,Uncharged,Non-ionizable,Cc1ccccc1
189,A-596,-3.700359651,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
190,A-597,-3.351339264,CCC1=CC=C(CC(C)(C)C#N)C=C1,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CCc1ccc(CC(C)(C)C#N)cc1
191,A-599,-3.43464733,ClCCCCCCCl,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,ClCCCCCCCl
192,A-600,-3.558592794,CCC(=O)OC1C=CC2C3CCC(C3)C12,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CCC(=O)OC1C=CC2C3CCC(C3)C12
193,A-601,-2.331841643,CCOC1=CC=CC=C1,0.57398886,G2,A,mono-constituent,,Uncharged,Non-ionizable,CCOc1ccccc1
194,A-602,-4.676528089,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC=C(Cl)C(=C1)C(=O)OC(C)(C)C(=O)OCC=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl
195,A-606,-2.536373209,C=CCOC(=O)COC1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOC(=O)COc1ccccc1
196,A-617,0.957840099,NC(N)=O,0.029394044,G3,A,mono-constituent,,Uncharged,Non-ionizable,NC(N)=O
197,A-618,-2.392751997,O=C1NC2=CC=CC=C2N1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=c1[nH]c2ccccc2[nH]1
198,A-620,-2.621433551,CC(CCOC(=O)C=C)CCOC(=O)C=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OCCC(C)CCOC(=O)C=C
199,A-624,-3.560504415,CC(=O)OC1CCC2CCCCC2C1,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC(=O)OC1CCC2CCCCC2C1
200,A-626,-2.104914482,C1CC=CC1,0.2621169,G3,A,mono-constituent,,Uncharged,Non-ionizable,C1=CCCC1
201,A-638,-3.333093505,C,0.86869123,G4,A,UVCB,Cosolvent Buffer,Uncharged,Non-ionizable,C
202,A-639,-2.423907212,FC(F)(F)C(F)(F)F,0.912496394,G2,A,mono-constituent,,Uncharged,Non-ionizable,FC(F)(F)C(F)(F)F
203,A-640,-3.538303545,CC(C)=CCCC(C)=CCCC=O,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC(C)=CCCC(C)=CCCC=O
204,A-645,-2.494851361,CC(=C)C(=O)OC1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=C(C)C(=O)Oc1ccccc1
205,A-647,-2.465007757,CC1=C(C=O)C(C)(C)CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1=C(C=O)C(C)(C)CC=C1
206,A-649,-3.548153643,CC(=O)CC(C)(C)C1CCCCC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)CC(C)(C)C1CCCCC1
207,A-652,-2.488009121,CC(C)C1CCC(C)CC1O,0.081283066,G5,A,multi-constituent,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(O)C1
208,A-657,0.577623585,CO[Si](C)(OC)C=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=C[Si](C)(OC)OC
209,A-665,-2.772789495,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
210,A-666,-2.454057846,CC(C)CC(=O)CC(C)C,0.357211482,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)CC(=O)CC(C)C
211,A-667,-2.55201324,COC1=CC=C(CC=C)C=C1OC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CCc1ccc(OC)c(OC)c1
212,A-673,-3.721988672,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCC1=C(OC(C)=O)CCC1CC(=O)OC
213,A-674,-3.335193031,C=CC1CCC=CC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC1CC=CCC1
214,A-677,-4.807173711,CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C(=C1)C(=O)OCCCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOC(=O)c1ccc(C(=O)OCCCC)c(C(=O)OCCCC)c1
215,A-680,-4.606388779,CO[Si](CCCOC(=O)C=C)(OC)OC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OCCC[Si](OC)(OC)OC
216,A-683,-4.480440668,CCCCCCCCCCCO,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCCCCCCO
217,A-686,-2.340733519,O[B]O,0.0,G1,A,,,Uncharged,Non-ionizable,O[B]O
218,A-689,-4.583092455,CC1(C)C2CCC1(C)C(C2)OC(=O)C=C,0.280533145,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OC1CC2CCC1(C)C2(C)C
219,A-691,-4.659958513,CCCCC(CC)COC(=O)OOC(C)(C)C,0.0,G1,A,mono-constituent,Unstable,Uncharged,Non-ionizable,CCCCC(CC)COC(=O)OOC(C)(C)C
220,A-692,-4.632799679,CO[Si](OC)(C1CCCC1)C1CCCC1,0.526119809,G2,A,mono-constituent,,Uncharged,Non-ionizable,CO[Si](OC)(C1CCCC1)C1CCCC1
221,A-693,-4.598598509,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1
222,A-697,-4.50210133,CCCC=O,0.0,G1,A,UVCB,Cosolvent Buffer,Uncharged,Non-ionizable,CCCC=O
223,A-705,-2.491877231,CC(C)C1CCC(C)CC1=O,0.10505924,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(=O)C1
224,A-708,-3.382657059,CC1=CC(C)=CC(C)=C1,0.007091152,G3,A,mono-constituent,,Uncharged,Non-ionizable,Cc1cc(C)cc(C)c1
225,A-709,-3.597416499,CC(=O)OC(C)(C)CCCC(=C)C=C,0.187667695,G3,A,UVCB,,Uncharged,Non-ionizable,C=CC(=C)CCCC(C)(C)OC(C)=O
226,A-724,-3.554059535,CC(C)CCOC(=O)CC(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)CCOC(=O)CC(C)C
227,A-725,-3.518198523,CCCCCC(CO)CCC,0.157677981,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCC(CO)CCC
228,A-743,-1.416495791,FC(F)C(F)(F)F,0.036404115,G3,A,mono-constituent,,Uncharged,Non-ionizable,FC(F)C(F)(F)F
229,A-749,-3.669517691,CCCCC(CC)C(=O)OOC(C)(C)C,0.0,G1,A,mono-constituent,Unstable,Uncharged,Non-ionizable,CCCCC(CC)C(=O)OOC(C)(C)C
230,A-750,-3.558040393,CC1C2CC(CC1C=O)C2(C)C,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC1C(C=O)CC2CC1C2(C)C
231,A-752,-1.555639677,CC(C)(O)CCC1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)(O)CCc1ccccc1
232,A-758,-2.548488397,CC(=O)C1=CC2=CC=CC=C2O1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)c1cc2ccccc2o1
233,A-761,-3.698734262,CCC(O)COC1CCCCC1C(C)(C)C,0.0,G1,A,multi-constituent,Non Valid pH,Uncharged,Non-ionizable,CCC(O)COC1CCCCC1C(C)(C)C
234,A-773,-2.664780194,OC1(CCCCC1)C(=O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=C(c1ccccc1)C1(O)CCCCC1
235,A-779,-2.622338856,ClC1=NC(Cl)=NC(Cl)=N1,0.057267988,G3,A,mono-constituent,Unstable,Uncharged,Non-ionizable,Clc1nc(Cl)nc(Cl)n1
236,A-789,-2.560404377,CC(C)C1CCC(C)CC1O,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(O)C1
237,A-791,-2.820459609,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,0.015229805,G3,A,,,Uncharged,Non-ionizable,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12
238,A-792,-3.67528009,CC(C)(C)C(=O)OCCC1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)(C)C(=O)OCCc1ccccc1
239,A-793,-3.597623767,CC(OC(C)=O)C1CCCCC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)OC(C)C1CCCCC1
240,A-794,-3.655044576,CC(=O)CCC1=C(C)CCCC1(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)CCC1=C(C)CCCC1(C)C
241,A-803,-1.382910122,CCCCCCO,0.275210101,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCO
242,A-808,-2.570623543,CC(C)C1CCC(C)CC1O,0.045117587,G5,A,multi-constituent,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(O)C1
243,A-811,-3.589641142,CCC(C)=CCCC(C)=CC#N,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CCC(C)=CCCC(C)=CC#N
244,A-812,-2.643261824,CCCCCCC1(C)CCC(=O)O1,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CCCCCCC1(C)CCC(=O)O1
245,A-813,-0.323526854,COC(C)(C)C,0.088868539,G5,A,mono-constituent,,Uncharged,Non-ionizable,COC(C)(C)C
246,A-818,-3.72590382,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3
247,A-819,-4.588176842,CCC(C)(C1=CC=CC=C1)C1=CC=CC=C1,0.107421924,G3,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCC(C)(c1ccccc1)c1ccccc1
248,A-825,-1.516963539,CC1=C2NN=NC2=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1cccc2nn[nH]c12
249,A-830,-1.686157925,COC(=O)C1=CC=CC=C1C(=O)OC,0.132125129,G5,A,mono-constituent,,Uncharged,Non-ionizable,COC(=O)c1ccccc1C(=O)OC
250,A-832,-1.629032231,CCCCCC1CCCC(=O)O1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCC1CCCC(=O)O1
251,A-833,-1.663024463,CCOC(=O)CC(=O)C(F)(F)F,0.150512232,G3,A,mono-constituent,,Uncharged,Non-ionizable,CCOC(=O)CC(=O)C(F)(F)F
252,A-841,-2.733020622,O[Si](O)(C1=CC=CC=C1)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O[Si](O)(c1ccccc1)c1ccccc1
253,A-842,-3.624481304,CCCCCOC(=O)CCCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCOC(=O)CCCC
254,A-848,-3.704897417,CCC=CCCOC(=O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCC=CCCOC(=O)c1ccccc1
255,A-857,-4.6529288,CC1(C)C2CCC3(C2)C11OC1CCC3(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1(C)CCC2OC23C(C)(C)C2CCC13C2
256,A-861,-4.730940692,CC(O)CSCCCCCCCCC(C)(C)C,0.0,G1,A,UVCB,,Uncharged,Non-ionizable,CC(O)CSCCCCCCCCC(C)(C)C
257,A-867,-4.50074592,CCC(C)(C)C1=CC=CC=C1,0.17547296,G3,A,mono-constituent,,Uncharged,Non-ionizable,CCC(C)(C)c1ccccc1
258,A-868,-4.653202091,CC(CCC=O)C1C(C)=CCCC1(C)C,0.44371487,G3,A,,,Uncharged,Non-ionizable,CC1=CCCC(C)(C)C1C(C)CCC=O
259,A-870,-4.471540428,CC1(C)C2CCC(C2)C1=C,0.019754271,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=C1C2CCC(C2)C1(C)C
260,A-871,-4.680367049,CC(CC1CCCC1=O)C1CCC(C)=CC1,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1=CCC(C(C)CC2CCCC2=O)CC1
261,A-874,-4.626748523,CCCCCCCCCC(=O)OC,0.197001436,G5,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCCCCC(=O)OC
262,A-877,-4.74017718,COC1(C)CCC23CC1C(C)(C)C2CCC3C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,COC1(C)CCC23CC1C(C)(C)C2CCC3C
263,A-883,-4.683590383,COC1CCCCCCCCCCC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,COC1CCCCCCCCCCC1
264,A-884,-4.734296245,CCOC1(C)CCC2C(=C)C1CCC2(C)C,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,C=C1C2CCC(C)(OCC)C1CCC2(C)C
265,A-885,-4.860377549,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.930188775,G2,A,mono-constituent,,Uncharged,Non-ionizable,CCN(CC)C(=S)SSC(=S)N(CC)CC
266,A-887,-4.70181183,CC1=CC(=CC(C)=C1CC#N)C(C)(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,Cc1cc(C(C)(C)C)cc(C)c1CC#N
267,A-888,-7.231973426,CC(C)(C1=CC=CC=C1)C1=CC=C(OP2OCC3(CO2)COP(OC2=CC=C(C=C2C(C)(C)C2=CC=CC=C2)C(C)(C)C2=CC=CC=C2)OC3)C(=C1)C(C)(C)C1=CC=CC=C1,0.0,G1,A,mono-constituent,Below LoD Below LoQ,Uncharged,Non-ionizable,CC(C)(c1ccccc1)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)c4ccccc4)cc2C(C)(C)c2ccccc2)OC3)c(C(C)(C)c2ccccc2)c1
268,A-890,-4.794038183,CCCC[Sn](=O)CCCC,0.097759905,G3,A,mono-constituent,,Uncharged,Non-ionizable,CCC[CH2][Sn+2][CH2]CCC.[O-2]
269,A-893,-0.586560326,O=C1CCC2CCCCC2O1,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,O=C1CCC2CCCCC2O1
270,A-895,-2.576720352,COC(=O)C1=CC=C(C)C=C1,0.02243331,G5,A,mono-constituent,,Uncharged,Non-ionizable,COC(=O)c1ccc(C)cc1
271,A-896,-2.744685443,CC1CC(C)(C)OC(CC2=CC=CC=C2)O1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1CC(C)(C)OC(Cc2ccccc2)O1
272,A-906,-3.587759138,CC(C)CCCC(C)CC#N,0.0,G1,A,,Non Valid pH,Uncharged,Non-ionizable,CC(C)CCCC(C)CC#N
273,A-909,-3.697448425,CC(C)=CCCC(C)=CCCC(C)=O,0.321643949,G3,A,multi-constituent,,Uncharged,Non-ionizable,CC(=O)CCC=C(C)CCC=C(C)C
274,A-914,-2.610551759,CCCCCC(=O)OCC=C,0.15546314,G5,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOC(=O)CCCCC
275,A-917,-2.722633923,FC1=CC=C(C=C1)C(=O)CCCCl,0.0,G1,A,mono-constituent,Unstable,Uncharged,Non-ionizable,O=C(CCCCl)c1ccc(F)cc1
276,A-922,-4.943737963,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,0.0,G1,A,mono-constituent,Unstable,Uncharged,Non-ionizable,C=CC(=O)O[Si](C(C)C)(C(C)C)C(C)C
277,A-924,-1.729316846,CC(C)OC(=O)CCC(=O)OC(C)C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)OC(=O)CCC(=O)OC(C)C
278,A-929,-1.485022741,NC(=O)C(F)(F)F,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,NC(=O)C(F)(F)F
279,A-930,-2.656892778,CCC(C)(C)C1CCC(=O)CC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCC(C)(C)C1CCC(=O)CC1
280,A-935,-3.651887666,CCCCCCC#CC(=O)OC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCCCC#CC(=O)OC
281,A-936,-3.631238037,CCCCCCCCCCO,0.406681305,G5,A,UVCB,Multi-constituent Substances,Uncharged,Non-ionizable,CCCCCCCCCCO
282,A-939,-2.877472795,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
283,A-940,-2.672402404,COC1=CC=C(OC)C(Cl)=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,COc1ccc(OC)c(Cl)c1
284,A-944,-2.71429469,OCCOC1=CC2=CC=CC=C2C=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,OCCOc1ccc2ccccc2c1
285,A-950,-3.613249563,CCCCOC1=CC=CC=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOc1ccccc1
286,A-951,-3.937488879,O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0.018444614,G5,A,mono-constituent,,Uncharged,Non-ionizable,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
287,A-954,-3.702452078,ClC1=CC=C(Cl)C(Cl)=C1,0.124041556,G5,A,mono-constituent,,Uncharged,Non-ionizable,Clc1ccc(Cl)c(Cl)c1
288,A-960,0.88436592,COC,0.444404931,G3,A,mono-constituent,,Uncharged,Non-ionizable,COC
289,A-967,-2.790216782,BrCCCCBr,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,BrCCCCBr
290,A-969,-3.567368139,C1CCC2=CC=CC=C2C1,0.352069764,G5,A,mono-constituent,,Uncharged,Non-ionizable,c1ccc2c(c1)CCCC2
291,A-971,-3.86815387,CCCCOC(=O)CCCCC(=O)OCCCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOC(=O)CCCCC(=O)OCCCC
292,A-972,-3.956081947,CCOP(=O)(C(=O)C1=C(C)C=C(C)C=C1C)C1=CC=CC=C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1
293,A-976,-2.819336696,C=CC(=O)OCCCCCCOC(=O)C=C,0.01050419,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(=O)OCCCCCCOC(=O)C=C
294,A-986,-2.647537233,CC1=CCC(CC#N)C1(C)C,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1=CCC(CC#N)C1(C)C
295,A-990,-3.021359064,CC(=O)OC(C)(C)C1CCC(C)=CC1,0.0,G1,A,,Cosolvent Buffer,Uncharged,Non-ionizable,CC(=O)OC(C)(C)C1CC=C(C)CC1
296,A-991,-2.87422578,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,0.526719677,G4,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOc1nc(OCC=C)nc(OCC=C)n1
297,A-994,-1.69697299,CC(O)C(C)CC1=CC=CC=C1,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC(O)C(C)Cc1ccccc1
298,A-995,-2.816496397,CCCCC(C(=O)OCC)C(=O)OCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCC(C(=O)OCC)C(=O)OCC
299,A-997,-3.727695225,FC(F)(F)C1=CC=C(Cl)C=C1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,FC(F)(F)c1ccc(Cl)cc1
300,A-999,-3.903732091,CC=COC1CCC(CC1)OC=CC,0.023371702,G3,A,,,Uncharged,Non-ionizable,CC=COC1CCC(OC=CC)CC1
301,A-1000,-3.8838495,O=C1CCCCCCCCCOCCCCCO1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=C1CCCCCCCCCOCCCCCO1
