ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge
A-343,-4.111293422,[Cd++],0.288895708,G3,A,None,None,Uncharged
A-347,-4.672502907,[O-]S(=O)(=O)C1=CC=CC2=CC(NC3=CC=CC=C3)=CC(NC3=CC=CC=C3)=C12,0,G1,A,mono-constituent,None,Negative
A-348,-4.45076092,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,0,G1,A,mono-constituent,Unstable,Uncharged
A-349,-4.360607869,S(C1=CC=CC=C1)C1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-350,-4.787470096,CCOCCCNS(=O)(=O)C1=CC=C(OC2=CC(O)=C3C(=O)C4=CC=CC=C4C(=O)C3=C2N)C=C1,0,G1,A,mono-constituent,None,Uncharged
A-352,-4.553119611,ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl,1.967868338,G4,A,mono-constituent,Unstable,Uncharged
A-355,-3.839084061,CC1=NN(C(=O)C1N=NC1=CC(Cl)=C(Cl)C=C1S([O-])(=O)=O)C1=CC=CC(=C1)S([O-])(=O)=O,0,G1,A,mono-constituent,None,Negative
A-356,1.233668218,CCO,0.096862849,G5,A,mono-constituent,None,Uncharged
A-359,-2.245531528,COC1=CC=C(OC)C=C1,0.0224182,G3,A,mono-constituent,None,Uncharged
A-360,-2.418090055,C(CC1=CC=CC=C1)OC1CCCCC1,0,G1,A,mono-constituent,None,Uncharged
A-362,-2.716017407,CCC(C)(CCC(C)C)C([O-])=O,0,G1,A,None,None,Negative
A-363,-3.396366501,CC=CC(=O)C1C(C)C=CCC1(C)C,0,G1,A,mono-constituent,None,Uncharged
A-364,-3.557960056,O=C(OCC1CO1)C1=CC=C(C=C1)C(=O)OCC1CO1,0,G1,A,mono-constituent,None,Uncharged
A-365,-3.301742894,CCCCCC=CCCC=O,0,G1,A,mono-constituent,None,Uncharged
A-367,-3.069321152,CN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(C)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1,0,G1,A,mono-constituent,Non Valid pH,Negative
A-368,-2.252203004,CC1=CC(C)=C(C)C(O)=C1,0,G1,A,mono-constituent,None,Uncharged
A-369,-2.043101387,CC(F)(F)F,0,G1,A,mono-constituent,None,Uncharged
A-370,-1.469930479,CC(C)(O)C(=O)C1=CC=C(OCCO)C=C1,0,G1,A,mono-constituent,None,Uncharged
A-371,-0.98322259,CN=C=S,0.014618336,G5,A,mono-constituent,None,Uncharged
A-372,-3.497557581,CN(C(=O)N(C)C1=CC=CC=C1)C1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-373,-3.533758505,O=C1CCCCCCCCCCC(=O)OCCO1,0,G1,A,mono-constituent,None,Uncharged
A-374,-3.324378497,CC(C)CCCCCCCO,0.213177472,G3,A,UVCB,None,Uncharged
A-376,-0.437662317,CCC([O-])=O,0,G1,A,mono-constituent,None,Negative
A-377,-2.409651238,CCOC(=O)C1OC1C1=CC=CC=C1,0,G1,A,multi-constituent,None,Uncharged
A-378,-2.286983634,CC(C)CCCC(C)(C)O,0,G1,A,mono-constituent,None,Uncharged
A-379,-2.344979827,CCC(=O)OCC1=CC=CC=C1,0.435201953,G3,A,mono-constituent,None,Uncharged
A-381,-2.352215179,CC(=O)OC1(CCCCC1)C#C,0,G1,A,mono-constituent,None,Uncharged
A-382,-0.137682984,CC[NH+](CC)CC,0.335493418,G5,A,mono-constituent,None,Positive
A-383,-3.718391335,CCCCCCCCC=CCCCCCCCC[NH2+]CCCNCCC[NH3+],0,G1,A,UVCB,Non Valid pH,Positive
A-384,-0.931218902,CSC,0.225565451,G5,A,mono-constituent,None,Uncharged
A-385,0.747325108,CNC([S-])=S,0,G1,A,mono-constituent,None,Negative
A-387,-3.435950486,NC1=CC(Cl)=C(Cl)C=C1Cl,0,G1,A,mono-constituent,None,Uncharged
A-388,-3.506108364,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,0.151664531,G5,A,mono-constituent,None,Uncharged
A-389,-3.417245584,OC1=CC2=CC=CC=C2C=C1C([O-])=O,0.571333752,G2,A,mono-constituent,Non Valid pH,Negative
A-390,-2.454265074,CC=CC=C,0.277547224,G3,A,None,Multi-constituent Substances,Uncharged
A-391,-3.677346846,CC(C)C1=CC=CC(=C1)C(C)CC=O,0,G1,A,mono-constituent,None,Uncharged
A-396,-1.277021164,NC1=C(N=NC2=CC(NC3=NC(Cl)=NC(NC4=CC=CC(=C4)S(=O)(=O)CCOS([O-])(=O)=O)=N3)=CC=C2S([O-])(=O)=O)C(=CC2=C1C(=O)C(=NNC1=C(C3=CC=CC(=C3C=C1)S([O-])(=O)=O)S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,0.210681394,G3,A,mono-constituent,Non Valid pH,Negative
A-397,-2.436880918,FC1CC(F)(F)C(F)(F)C1(F)F,0,G1,A,mono-constituent,None,Uncharged
A-398,-3.922851514,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,0,G1,A,mono-constituent,None,Uncharged
A-400,-3.006984006,CCCCC,0.421426337,G5,A,UVCB,None,Uncharged
A-402,-2.364737497,COC1=CC(C=CC)=CC=C1O,0,G1,A,mono-constituent,None,Uncharged
A-403,-2.277035079,CC1=CC=C(C=O)C=C1C,0,G1,A,mono-constituent,None,Uncharged
A-405,-0.594139338,CC([NH3+])C1=CC=CC=C1,0,G1,A,None,Cosolvent Buffer,Positive
A-407,-1.099315041,[O-]C(=O)C1=CC=CC=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C([O-])=C(I)C=C12,0.054572235,G3,A,mono-constituent,None,Negative
A-409,-1.219958563,CCCCOC(C)=O,0.148206266,G5,A,mono-constituent,None,Uncharged
A-410,-2.691927271,NC1=CC=C(C2=CC=C(N)C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,0.034092931,G3,A,mono-constituent,None,Negative
A-411,-2.44968993,COC1=CC(C=O)=CC(=C1[O-])[N+]([O-])=O,0,G1,A,mono-constituent,None,Negative
A-412,-2.469378031,CCN(CC)C1=CC=CC(NC(C)=O)=C1,0,G1,A,mono-constituent,None,Uncharged
A-415,-3.502355132,O=[Pb],0,G1,A,mono-constituent,None,Uncharged
A-416,-3.533884584,CC1=CC=CC=C1NC(=[NH2+])NC1=CC=CC=C1C,0,G1,A,mono-constituent,Non Valid pH,Positive
A-420,-7.09873715,CCCC(CC)COC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,3.270213533,G4,A,None,None,Uncharged
A-421,-4.412762427,CC12CCCC(C)(C)C3C(CCC13)C2=C,0,G1,A,mono-constituent,None,Uncharged
A-422,-4.489105335,OC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-425,-4.567302938,CC(COC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1,0,G1,A,multi-constituent,None,Uncharged
A-426,-4.605114666,OP([O-])([O-])=O,0.034462678,G3,A,mono-constituent,None,Negative
A-427,-4.446203904,CCC(C)(C)C1CCCCC1OC(C)=O,0,G1,A,multi-constituent,None,Uncharged
A-429,-4.420023997,N#CC(=C1CCCCC1)C1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-431,-4.620257788,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,0.676375108,G4,A,mono-constituent,None,Negative
A-432,-4.5898858,[O-][N+](=O)C1=CC=C(CCC2=CC=C(C=C2)[N+]([O-])=O)C=C1,0,G1,A,mono-constituent,Non Valid pH,PureChargeSeparation
A-433,-4.469462233,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,0,G1,A,mono-constituent,None,Uncharged
A-434,-4.49802684,CCCCCCCCCC1=CC=C(O)C=C1,0,G1,A,mono-constituent,Sanofi Overlap,Uncharged
A-435,-4.653605269,COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=C(C=C1)C(N)=O,0,G1,A,mono-constituent,None,PureChargeSeparation
A-436,-4.678690034,CCCCCCCCCCCCCCCCCC[NH+](C)C,0,G1,A,None,None,Positive
A-441,1.332024844,CCCC[N+](CCCC)(CCCC)CCCC,0,G1,A,mono-constituent,None,Positive
A-444,-3.323633394,[Cd++],0,G1,A,None,None,Uncharged
A-445,-3.052101177,FC1=CC=C2OC(CCC2=C1)C1CO1,0,G1,A,None,Multi-constituent Substances,Uncharged
A-447,-2.351909504,CC(C)=CCCC(C)=CCO,0.418162058,G3,A,mono-constituent,None,Uncharged
A-451,-1.314975067,COC1=CC=CC=C1OC,0,G1,A,mono-constituent,None,Uncharged
A-452,0.444259344,NC1=C(N)N(CCO)N=C1,0,G1,A,mono-constituent,Cosolvent Buffer,Uncharged
A-453,0.370947285,[O-]S(=O)(=O)C1=CC(=CC=C1)S([O-])(=O)=O,0,G1,A,mono-constituent,None,Negative
A-454,-2.778562332,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.109781166,G3,A,mono-constituent,None,Uncharged
A-457,-2.245085326,CCCCCCOC,0,G1,A,mono-constituent,None,Uncharged
A-458,-2.533704672,[O-][N+](=O)C1=CC(=CC=C1Cl)C(F)(F)F,0,G1,A,mono-constituent,None,PureChargeSeparation
A-461,-3.7709815,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,G1,A,mono-constituent,None,Uncharged
A-463,-3.459862901,CC(C)C1=CC=C(C=C1)C(C)CC=O,0,G1,A,None,None,Uncharged
A-465,-2.371197393,CC1CC(C)=CC(C)C1CO,0,G1,A,multi-constituent,None,Uncharged
A-466,-2.409128664,CCC(C)=CCCC(C)(O)C=C,0,G1,A,multi-constituent,None,Uncharged
A-467,-2.762296476,O=C(OCC1CO1)C1=CC=C(C(=O)OCC2CO2)C(=C1)C(=O)OCC1CO1,0,G1,A,mono-constituent,None,Uncharged
A-468,-2.433237945,CC1CC(C)(CO1)C1=CC=CC=C1,0,G1,A,multi-constituent,Non Valid pH,Uncharged
A-469,-3.423291255,CCCCC(CC)C(=O)OCC,0,G1,A,mono-constituent,None,Uncharged
A-470,-2.349605255,OC1=CC=CC2=CC=CN=C12,0.040840161,G5,A,mono-constituent,None,Uncharged
A-471,-1.161671108,CCN(C1=CC=CC(=C1)S(=O)(=O)CCOS([O-])(=O)=O)C1=NC(Cl)=NC(NC2=CC=C3C(=C2)C=C(C(=NNC2=CC=C(OC)C=C2S([O-])(=O)=O)C3=O)S([O-])(=O)=O)=N1,0.142667504,G3,A,mono-constituent,None,Negative
A-472,-2.185828855,[Zn++],0,G1,A,None,None,Uncharged
A-475,-2.41045076,CCOC1=CC=CC=C1OCC,0,G1,A,mono-constituent,None,Uncharged
A-476,-1.939465074,CC=CC,0.050567463,G3,A,mono-constituent,Non Valid pH,Uncharged
A-477,0.625274489,OCC(O)C(O)C(O)CO,0,G1,A,None,None,Uncharged
A-478,-2.025733236,CC(=C)C=C,0,G1,A,mono-constituent,None,Uncharged
A-481,-3.836075758,CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH2+]CCC[NH2+]CCCN,0,G1,A,None,None,Positive
A-482,-3.393259787,CC(C)CCCC(C)CCO,0,G1,A,mono-constituent,None,Uncharged
A-483,-2.10218738,CCN1C(=O)C(CS([O-])(=O)=O)=C(C)C(=NNC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(NN=C3C(C)=C(CS([O-])(=O)=O)C(=O)N(CC)C3=O)C=C2)C1=O,0,G1,A,None,None,Negative
A-485,-1.28038684,CC(=O)C1=CC=CC=C1,0.05962319,G5,A,mono-constituent,None,Uncharged
A-487,-3.431863898,CCCCCC(O)C(C)=CCC,0,G1,A,mono-constituent,None,Uncharged
A-488,-2.361047779,CCCCOC(=O)CCC,0.04952611,G3,A,mono-constituent,None,Uncharged
A-491,-1.424573276,[O-]C(=O)C1=CC=CC=C1C([O-])=O,0.329864933,G5,A,mono-constituent,None,Negative
A-492,-2.419967647,O=CC1CCC2C3CCC(C3)C12,0,G1,A,multi-constituent,None,Uncharged
A-493,-2.497713585,CC(C)C1=CC=CC=C1C(C)C,0,G1,A,None,None,Uncharged
A-494,-1.292396158,CC1=CC=CC(C)=C1O,0.128070997,G5,A,mono-constituent,None,Uncharged
A-495,-0.475507957,[Re],0,G1,A,mono-constituent,None,Uncharged
A-496,-2.340367591,CCC(O)C1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-497,-2.482107917,CC(=O)C1=CC=CC(=C1)C(F)(F)F,0,G1,A,mono-constituent,None,Uncharged
A-498,-2.417174258,NC1=CC=C(Cl)C=C1Cl,0.069589588,G3,A,mono-constituent,None,Uncharged
A-499,-3.496323842,CC(=O)OC1CC2CCC1(C)C2(C)C,0,G1,A,mono-constituent,None,Uncharged
A-500,-3.758489195,NNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)NN)C=C1,0,G1,A,mono-constituent,Non Valid pH,Uncharged
A-501,-3.468385388,OP([O-])([O-])=O,0,G1,A,None,None,Negative
A-503,-3.34190657,CCC=CCCC=CC=C,0.120516033,G3,A,UVCB,None,Uncharged
A-504,0.846685164,OCC=CCO,0,G1,A,mono-constituent,None,Uncharged
A-506,-0.603011426,CCOCCOCCOCCOC(=O)C(C)=C,0,G1,A,mono-constituent,None,Uncharged
A-508,-2.648977722,CC(=O)OCC1=C(N2C(SC1)C([NH3+])C2=O)C([O-])=O,0,G1,A,mono-constituent,None,Zwitterion
A-511,-3.445216137,CCCCCCCCCC([O-])=O,0.192551392,G3,A,mono-constituent,None,Negative
A-514,-2.977604072,CC(C)C,0.265370444,G5,A,mono-constituent,None,Uncharged
A-515,-2.977604072,CCCC,0.256788365,G5,A,mono-constituent,None,Uncharged
A-516,-2.691382006,CC,0.599586986,G4,A,mono-constituent,None,Uncharged
A-519,-3.46576061,CC1(C)C2CC1C(CCC=O)=CC2,0,G1,A,mono-constituent,None,Uncharged
A-520,-0.399080411,OC1=CC=C(CC([O-])=O)C=C1,0.395483155,G5,A,mono-constituent,None,Negative
A-521,-2.474006642,COC1=CC=C(COC(C)=O)C=C1,0.007756083,G3,A,mono-constituent,None,Uncharged
A-523,1.023394133,[F-],0,G1,A,None,Cosolvent Buffer,Negative
A-525,-2.494168514,NC1=NC(N)=[NH+]C(=N1)C1=CC=CC=C1,0.136500636,G3,A,mono-constituent,None,Positive
A-526,-3.539328096,CC(C)(C)C1CCC(CC1)OC(=O)C=C,0.539431241,G4,A,mono-constituent,None,Uncharged
A-533,-4.578730408,BrC1=CC=C(Br)C(C=C)=C1,0,G1,A,None,None,Uncharged
A-535,-4.623441954,CC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,0,G1,A,mono-constituent,None,Uncharged
A-539,-4.534838609,COC(=O)C1=NC(Cl)=C(Cl)N=C1N,0,G1,A,mono-constituent,None,Uncharged
A-541,-4.008053211,O1[Pb]2O[Pb]1O[Pb]O2,0,G1,A,None,None,Uncharged
A-542,-4.788985441,CCCCCCCCC=CCCCCCCCC(=O)N(CCCC)CCCC,0,G1,A,UVCB,None,Uncharged
A-543,-4.544220436,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,0.033587413,G3,A,mono-constituent,None,Uncharged
A-545,-4.47086065,CCCCCCCCCOC(C)=O,0,G1,A,mono-constituent,None,Uncharged
A-547,-5.405053261,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.597257171,G2,A,None,Multi-constituent Substances,Uncharged
A-550,-5.041697833,CCCCCCCCCCCCCC,0.597257171,G2,A,None,Multi-constituent Substances,Uncharged
A-551,-4.311225605,C1=CC2=CC=CC=C2C=C1,0.718951863,G4,A,mono-constituent,None,Uncharged
A-553,-4.554076293,OC1=CC=CC=C1C(=O)OC1CCCCC1,0.032299623,G3,A,mono-constituent,None,Uncharged
A-554,-4.346837785,CC(=C)C1CCC(C)=CC1,0.174266418,G5,A,mono-constituent,Non Valid pH,Uncharged
A-555,-4.509709484,CCC=CCCOC(=O)CC=CCC,0.066265832,G5,A,mono-constituent,None,Uncharged
A-556,-4.702513826,CCC12CCC3C(CCC4=C3CC=C(C4)OC)C1CCC2O,0,G1,A,None,None,Uncharged
A-557,-4.660234439,CCCCCCCCCCCC(=O)OCC(O)CO,0.389075625,G3,A,UVCB,None,Uncharged
A-558,-4.580253828,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,0.150514998,G3,A,mono-constituent,None,Uncharged
A-560,-4.613478878,CC1CCC2C(C)(C)C3CC12CC(C(C)=O)=C3C,0,G1,A,mono-constituent,None,Uncharged
A-563,-2.39990224,CCOC(=O)C1=CC=CC=C1,0.06465483,G5,A,mono-constituent,None,Uncharged
A-564,-1.405751413,[O-]C(=O)CCC1=CC=CC=C1,0.097875706,G3,A,mono-constituent,None,Negative
A-566,-2.411668206,CC(C)=CCCC(C)=CC=O,0.211683186,G5,A,multi-constituent,None,Uncharged
A-568,-3.451515538,CCCCCCC1CCCC1=O,0,G1,A,mono-constituent,None,Uncharged
A-569,-3.489215864,CC(C)C(=O)C(C)(C)CC=C(C)C,0,G1,A,None,Non Valid pH,Uncharged
A-570,-3.394062684,OC1=CC=C(C=C)C=C1C=C,1.385426006,G2,A,None,None,Uncharged
A-574,-2.390659928,NC1=CC=C(Cl)C=C1O,0,G1,A,mono-constituent,None,Uncharged
A-575,-2.454899746,CCOC1=CC=C(C=C1)C([O-])=O,0,G1,A,mono-constituent,None,Negative
A-576,-5.547231918,O.O.[Pb++].[Pb++].[Pb++].OC([O-])=O.OC([O-])=O,0.05598688,G3,A,multi-constituent,Multi-constituent Substances,Negative
A-578,-3.591642752,NC1=C(Cl)C=C(C=C1Cl)C(F)(F)F,0,G1,A,mono-constituent,None,Uncharged
A-579,-3.657617041,C[NH2+]CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.013808521,G3,A,mono-constituent,None,Positive
A-581,-3.703092646,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,0.511453677,G2,A,mono-constituent,None,Uncharged
A-584,-2.478578955,CCCCCCCCC(O)CO,0,G1,A,multi-constituent,None,Uncharged
A-586,-2.427057806,CCC(C)C1CCCCC1=O,0,G1,A,multi-constituent,None,Uncharged
A-587,-2.588667606,COC1=CC(C=O)=CC=C1OC(=O)C(C)C,0,G1,A,mono-constituent,Non Valid pH,Uncharged
A-588,-2.206298299,CC1=CC=CC=C1,0.023134699,G5,A,mono-constituent,None,Uncharged
A-594,-3.944100371,CC1=CC(N=NC2=C(O)C(=CC3=CC=CC=C23)C([O-])=O)=C(C=C1Cl)S([O-])(=O)=O,1.792165612,G2,A,mono-constituent,None,Negative
A-596,-3.700359651,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2O,0,G1,A,mono-constituent,None,Uncharged
A-597,-3.351339264,CCC1=CC=C(CC(C)(C)C#N)C=C1,0,G1,A,None,Non Valid pH,Uncharged
A-599,-3.43464733,ClCCCCCCCl,0,G1,A,mono-constituent,None,Uncharged
A-600,-3.558592794,CCC(=O)OC1C=CC2C3CCC(C3)C12,0,G1,A,multi-constituent,None,Uncharged
A-601,-2.331841643,CCOC1=CC=CC=C1,0.57398886,G2,A,mono-constituent,None,Uncharged
A-602,-4.676528089,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC=C(Cl)C(=C1)C(=O)OC(C)(C)C(=O)OCC=C,0,G1,A,mono-constituent,None,Uncharged
A-604,-0.008033112,CC1=CC=C(C=C1)S([O-])(=O)=O,0,G1,A,mono-constituent,None,Negative
A-606,-2.536373209,C=CCOC(=O)COC1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-607,1.08677602,[I-],0,G1,A,None,Cosolvent Buffer,Negative
A-610,-0.623286686,[O-]C(=O)CCCCC([O-])=O,0.038738164,G3,A,mono-constituent,Cosolvent Buffer,Negative
A-614,-3.651080563,CNS(=O)(=O)C1=CC(OC)=C(N)C=C1OC,0,G1,A,mono-constituent,None,Uncharged
A-616,0.537602002,OP([O-])([O-])=O,0,G1,A,mono-constituent,Cosolvent Buffer,Negative
A-617,0.957840099,NC(N)=O,0.029394044,G3,A,mono-constituent,None,Uncharged
A-618,-2.392751997,O=C1NC2=CC=CC=C2N1,0,G1,A,mono-constituent,None,Uncharged
A-619,-3.292023351,C#[O+],0.178273662,G3,A,None,None,Positive
A-620,-2.621433551,CC(CCOC(=O)C=C)CCOC(=O)C=C,0,G1,A,mono-constituent,None,Uncharged
A-622,-1.373368413,NC1=CC=CC(Cl)=C1,0.026823725,G3,A,mono-constituent,None,Uncharged
A-624,-3.560504415,CC(=O)OC1CCC2CCCCC2C1,0,G1,A,multi-constituent,None,Uncharged
A-625,-7.335707323,CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O,0.485985638,G3,A,mono-constituent,None,Uncharged
A-626,-2.104914482,C1CC=CC1,0.2621169,G3,A,mono-constituent,None,Uncharged
A-628,-2.813509506,[O-]C(=O)CC(CP1(=O)OC2=CC=CC=C2C2=CC=CC=C12)C([O-])=O,0,G1,A,mono-constituent,Non Valid pH,Negative
A-638,-3.333093505,C,0.86869123,G4,A,UVCB,Cosolvent Buffer,Uncharged
A-639,-2.423907212,FC(F)(F)C(F)(F)F,0.912496394,G2,A,mono-constituent,None,Uncharged
A-640,-3.538303545,CC(C)=CCCC(C)=CCCC=O,0,G1,A,multi-constituent,None,Uncharged
A-645,-2.494851361,CC(=C)C(=O)OC1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-646,-1.697530099,CC(O)=CC(C)=O,0.01698804,G3,A,None,None,Uncharged
A-647,-2.465007757,CC1=C(C=O)C(C)(C)CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-648,-2.711387028,C[NH+](C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,1.210300847,G4,A,mono-constituent,Non Valid pH,Positive
A-649,-3.548153643,CC(=O)CC(C)(C)C1CCCCC1,0,G1,A,mono-constituent,None,Uncharged
A-652,-2.488009121,CC(C)C1CCC(C)CC1O,0.081283066,G5,A,multi-constituent,None,Uncharged
A-653,-2.634320541,[O-][Mo]([O-])(=O)=O,0,G1,A,mono-constituent,None,Negative
A-655,-2.563130476,NC1=CC=C(NC2=CC=CC=C2)C=C1,0,G1,A,mono-constituent,Non Valid pH,Uncharged
A-656,-1.580579513,CCC(C)C(=O)N(C)C1=CC=CC=C1,0,G1,A,mono-constituent,None,Uncharged
A-657,0.577623585,CO[Si](C)(OC)C=C,0,G1,A,mono-constituent,None,Uncharged
A-659,0.612158315,NC(=O)C1=CC=CN=C1,0,G1,A,mono-constituent,None,Uncharged
A-660,-0.838079267,CNC1=CC=C(O)C=C1,0.106498411,G3,A,None,Cosolvent Buffer,Uncharged
A-661,-1.082414087,OC1=C(N=NC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C2=CC=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O,0.039590623,G3,A,mono-constituent,None,Negative
A-662,-1.387983905,CC1=CC(O)=CC(C)=C1,0.005275091,G3,A,mono-constituent,None,Uncharged
A-665,-2.772789495,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,0,G1,A,mono-constituent,None,Uncharged
A-666,-2.454057846,CC(C)CC(=O)CC(C)C,0.357211482,G5,A,mono-constituent,None,Uncharged
A-667,-2.55201324,COC1=CC=C(CC=C)C=C1OC,0,G1,A,mono-constituent,None,Uncharged
A-668,-2.679885573,NC1=CC2=CC(=CC(O)=C2C=C1)S([O-])(=O)=O,0.048455007,G3,A,mono-constituent,None,Negative
A-669,-2.936886553,OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=C(C=C2C=C1)S([O-])(=O)=O,0,G1,A,multi-constituent,None,Negative
A-673,-3.721988672,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,0,G1,A,None,None,Uncharged
A-674,-3.335193031,C=CC1CCC=CC1,0,G1,A,mono-constituent,None,Uncharged
A-675,-5.010485646,COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O1,0.12084849,G5,A,mono-constituent,None,Uncharged
A-676,-4.78011829,CCCCCCCCC=CCCCCCCCC[NH+](CCO)CCO,0,G1,A,mono-constituent,Non Valid pH,Positive
A-677,-4.807173711,CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C(=C1)C(=O)OCCCC,0,G1,A,mono-constituent,None,Uncharged
A-679,-4.828521956,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(O)C=C1,0,G1,A,None,None,Uncharged
A-680,-4.606388779,CO[Si](CCCOC(=O)C=C)(OC)OC,0,G1,A,mono-constituent,None,Uncharged
A-683,-4.480440668,CCCCCCCCCCCO,0,G1,A,mono-constituent,None,Uncharged
A-686,-2.340733519,O[B]O,0,G1,A,None,None,Uncharged
A-689,-4.583092455,CC1(C)C2CCC1(C)C(C2)OC(=O)C=C,0.280533145,G3,A,mono-constituent,None,Uncharged
A-690,-4.701186127,O=C1[C-](C(=O)C2=CC=CC=C12)C1=[NH+]C2=CC=CC=C2C=C1,0.753776249,G2,A,mono-constituent,None,Zwitterion
A-691,-4.659958513,CCCCC(CC)COC(=O)OOC(C)(C)C,0,G1,A,mono-constituent,Unstable,Uncharged
A-692,-4.632799679,CO[Si](OC)(C1CCCC1)C1CCCC1,0.526119809,G2,A,mono-constituent,None,Uncharged
A-693,-4.598598509,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,0,G1,A,None,None,Uncharged
A-697,-4.50210133,CCCC=O,0,G1,A,UVCB,Cosolvent Buffer,Uncharged
A-698,-4.950531484,CCCCCCCCCCCC([O-])=O,0,G1,A,mono-constituent,None,Negative
A-699,-4.960419449,CCCCCCCCCCCCCCCCCC([O-])=O,0,G1,A,UVCB,Cosolvent Buffer,Negative
A-701,-4.643981404,CCC=CCCOC(=O)C1=CC=CC=C1O,0,G1,A,None,None,Uncharged
A-705,-2.491877231,CC(C)C1CCC(C)CC1=O,0.10505924,G5,A,mono-constituent,None,Uncharged
A-706,-2.657001848,COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C([O-])=O,0,G1,A,mono-constituent,Non Valid pH,Negative
A-708,-3.382657059,CC1=CC(C)=CC(C)=C1,0.007091152,G3,A,mono-constituent,None,Uncharged
A-709,-3.597416499,CC(=O)OC(C)(C)CCCC(=C)C=C,0.187667695,G3,A,UVCB,None,Uncharged
A-713,-3.544278177,CC1=CC=C(C=C1Cl)[N+]([O-])=O,0,G1,A,mono-constituent,None,PureChargeSeparation
A-714,-3.851456788,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,0,G1,A,mono-constituent,None,Positive
A-718,-2.472220255,CCC[NH+](CCC)CCC,0.099276176,G5,A,mono-constituent,None,Positive
A-719,1.451806889,[NH4+],0.029165464,G5,A,mono-constituent,None,Positive
A-722,-3.906400656,O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O,0,G1,A,mono-constituent,None,Uncharged
A-724,-3.554059535,CC(C)CCOC(=O)CC(C)C,0,G1,A,mono-constituent,None,Uncharged
A-725,-3.518198523,CCCCCC(CO)CCC,0.157677981,G5,A,mono-constituent,None,Uncharged
A-726,-3.645700574,NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,0,G1,A,mono-constituent,None,Uncharged
